1.853660000000000085e+00,1.205359999999999987e+00,1.475179999999999936e+00,1.397520000000000095e+00,1.229270000000000085e+00,1.367439999999999989e+00,1.427510000000000057e+00,1.625420000000000087e+00,1.639340000000000019e+00
1.004050000000000109e+00,1.389960000000000084e+00,1.142859999999999987e+00,1.478490000000000082e+00,1.335390000000000077e+00,1.436730000000000063e+00,1.627119999999999900e+00,1.696930000000000049e+00,1.546389999999999931e+00
1.020480000000000054e+00,1.143110000000000070e+00,1.222220000000000084e+00,1.388889999999999958e+00,1.189189999999999969e+00,1.618619999999999948e+00,1.608940000000000037e+00,1.646760000000000002e+00,1.934700000000000086e+00
1.018550000000000066e+00,1.184209999999999985e+00,2.043610000000000149e+00,1.253689999999999971e+00,1.341609999999999969e+00,1.745209999999999928e+00,1.501959999999999962e+00,1.600000000000000089e+00,2.251660000000000217e+00
1.001560000000000006e+00,1.128360000000000030e+00,1.252580000000000027e+00,1.158940000000000081e+00,1.437950000000000061e+00,1.316240000000000077e+00,1.672209999999999974e+00,1.611050000000000093e+00,1.686509999999999954e+00
1.022639999999999993e+00,1.053320000000000034e+00,1.632239999999999913e+00,1.274620000000000086e+00,1.328570000000000029e+00,1.212599999999999900e+00,1.308789999999999898e+00,1.733940000000000037e+00,1.696509999999999962e+00
1.002199999999999980e+00,1.045840000000000103e+00,1.234469999999999956e+00,1.248729999999999896e+00,1.366630000000000011e+00,1.329649999999999999e+00,1.620249999999999968e+00,1.405030000000000001e+00,1.679100000000000037e+00
1.002499999999999947e+00,1.033029999999999893e+00,1.141000000000000014e+00,1.100500000000000034e+00,1.142409999999999926e+00,1.220229999999999926e+00,1.238390000000000102e+00,1.537590000000000012e+00,1.445089999999999986e+00
1.008129999999999971e+00,1.025579999999999936e+00,1.022450000000000081e+00,1.295989999999999975e+00,1.154640000000000111e+00,1.154879999999999907e+00,1.126290000000000013e+00,1.389369999999999994e+00,1.479289999999999994e+00
1.003940000000000055e+00,1.025009999999999977e+00,1.049500000000000099e+00,1.056019999999999959e+00,1.070869999999999989e+00,1.109110000000000040e+00,1.147980000000000000e+00,-1.000000000000000000e+00,1.191510000000000069e+00
1.000939999999999941e+00,1.019290000000000029e+00,1.038899999999999935e+00,1.029069999999999929e+00,1.055500000000000105e+00,-1.000000000000000000e+00,1.050899999999999945e+00,-1.000000000000000000e+00,1.055760000000000032e+00
1.001630000000000020e+00,1.012839999999999963e+00,1.020720000000000072e+00,1.057490000000000041e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.080000000000000071e+00,-1.000000000000000000e+00,1.042159999999999975e+00
1.003130000000000077e+00,1.008110000000000062e+00,1.037460000000000049e+00,1.021600000000000064e+00,-1.000000000000000000e+00,1.037840000000000096e+00,1.055469999999999908e+00,-1.000000000000000000e+00,1.023830000000000018e+00
1.004920000000000035e+00,1.009579999999999922e+00,1.017619999999999969e+00,1.018180000000000085e+00,-1.000000000000000000e+00,1.047330000000000094e+00,1.057849999999999957e+00,-1.000000000000000000e+00,1.066789999999999905e+00
1.001209999999999933e+00,1.005069999999999908e+00,1.008440000000000003e+00,1.014289999999999914e+00,-1.000000000000000000e+00,1.030289999999999928e+00,1.050629999999999953e+00,-1.000000000000000000e+00,1.045670000000000099e+00
1.001859999999999973e+00,1.009339999999999904e+00,1.015989999999999949e+00,1.016450000000000076e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.041760000000000019e+00,-1.000000000000000000e+00,1.030550000000000077e+00
1.001209999999999933e+00,1.006389999999999896e+00,1.002820000000000045e+00,1.003689999999999971e+00,1.018049999999999899e+00,-1.000000000000000000e+00,1.002799999999999914e+00,1.032019999999999937e+00,1.014680000000000026e+00
1.000420000000000087e+00,1.003239999999999910e+00,1.005060000000000064e+00,1.000380000000000047e+00,1.010140000000000038e+00,1.014990000000000059e+00,1.002650000000000041e+00,1.028170000000000028e+00,1.009670000000000067e+00
