1.993000000000000105e+00,2.734999999999999876e+00,4.360000000000000320e+00,4.812000000000000277e+00,5.544999999999999929e+00,6.320999999999999730e+00,3.113999999999999879e+00,2.697000000000000064e+00,1.893000000000000016e+00
1.407999999999999918e+00,2.277000000000000135e+00,2.886000000000000121e+00,3.269000000000000128e+00,4.716000000000000192e+00,4.721000000000000085e+00,5.889999999999999680e+00,4.618000000000000327e+00,1.862999999999999989e+00
1.375000000000000000e+00,2.205999999999999961e+00,2.649000000000000021e+00,3.246999999999999886e+00,4.355999999999999872e+00,4.876000000000000334e+00,4.677999999999999936e+00,5.062000000000000277e+00,1.328999999999999959e+00
1.336999999999999966e+00,2.109999999999999876e+00,2.982000000000000206e+00,3.031000000000000139e+00,4.615000000000000213e+00,4.309999999999999609e+00,8.910999999999999588e+00,4.652000000000000135e+00,2.674999999999999822e+00
1.344000000000000083e+00,2.008000000000000007e+00,2.016999999999999904e+00,3.391999999999999904e+00,3.915999999999999925e+00,4.969000000000000306e+00,9.576000000000000512e+00,4.543000000000000149e+00,4.727999999999999758e+00
1.264000000000000012e+00,1.806000000000000050e+00,2.404999999999999805e+00,2.975999999999999979e+00,3.657000000000000028e+00,4.317000000000000171e+00,6.241999999999999993e+00,4.831000000000000405e+00,4.940999999999999837e+00
1.211999999999999966e+00,1.639999999999999902e+00,2.299999999999999822e+00,2.435999999999999943e+00,2.940999999999999837e+00,4.394999999999999574e+00,7.419999999999999929e+00,4.466000000000000192e+00,3.947000000000000064e+00
1.153000000000000025e+00,1.566999999999999948e+00,2.044999999999999929e+00,2.367999999999999883e+00,3.198999999999999844e+00,2.999000000000000110e+00,7.206000000000000405e+00,4.100999999999999979e+00,3.592000000000000082e+00
1.108000000000000096e+00,1.411000000000000032e+00,1.633000000000000007e+00,2.116999999999999993e+00,2.383000000000000007e+00,2.645999999999999908e+00,6.969999999999999751e+00,3.085999999999999854e+00,2.511000000000000121e+00
1.052000000000000046e+00,1.197000000000000064e+00,1.258000000000000007e+00,1.522999999999999909e+00,1.788999999999999924e+00,1.856999999999999984e+00,3.379999999999999893e+00,2.193000000000000060e+00,1.883000000000000007e+00
1.028999999999999915e+00,1.092000000000000082e+00,1.149000000000000021e+00,1.207000000000000073e+00,1.276000000000000023e+00,1.419999999999999929e+00,2.015000000000000124e+00,1.564999999999999947e+00,1.247000000000000108e+00
1.008999999999999897e+00,1.042999999999999927e+00,1.086000000000000076e+00,1.100999999999999979e+00,1.179000000000000048e+00,1.266999999999999904e+00,2.117999999999999883e+00,1.550999999999999934e+00,1.270999999999999908e+00
1.008999999999999897e+00,1.024000000000000021e+00,1.058999999999999941e+00,1.094000000000000083e+00,1.137999999999999901e+00,1.153999999999999915e+00,1.824999999999999956e+00,1.431999999999999940e+00,1.137999999999999901e+00
1.008000000000000007e+00,1.022999999999999909e+00,1.024999999999999911e+00,1.028000000000000025e+00,1.072999999999999954e+00,1.149000000000000021e+00,1.665999999999999925e+00,1.379999999999999893e+00,1.110000000000000098e+00
1.004999999999999893e+00,1.016000000000000014e+00,1.016999999999999904e+00,1.020999999999999908e+00,1.038000000000000034e+00,1.050999999999999934e+00,1.520000000000000018e+00,1.310999999999999943e+00,1.080000000000000071e+00
1.004999999999999893e+00,1.008000000000000007e+00,1.018000000000000016e+00,1.038999999999999924e+00,1.058999999999999941e+00,1.072999999999999954e+00,1.449999999999999956e+00,1.179000000000000048e+00,1.000999999999999890e+00
1.004999999999999893e+00,1.008000000000000007e+00,1.010000000000000009e+00,1.012999999999999901e+00,1.020999999999999908e+00,1.034999999999999920e+00,1.622999999999999998e+00,1.137000000000000011e+00,1.016000000000000014e+00
1.002999999999999892e+00,1.008999999999999897e+00,1.008999999999999897e+00,1.010999999999999899e+00,1.016000000000000014e+00,1.012999999999999901e+00,1.280999999999999917e+00,1.058000000000000052e+00,1.014999999999999902e+00
