4.878073812553873623e-02 2.457684919249373268e-01 5.620558006424376529e-01 3.338481338481338323e-01 4.469997542221130216e-01 4.893038541977891009e-01 4.368019253151322889e-01 4.205668778228925930e-01 4.631170090127856298e-01
2.599001070281840020e-01 2.823575504817481541e-01 3.783158109625396337e-01 3.352970925810823122e-01 3.168553049699174284e-01 3.272850907526980713e-01 1.810405476709103789e-01 1.492302737520128098e-01 -4.457916222622104740e-02
2.663349077822761979e-01 1.259733464651748847e-01 3.670741055164967737e-01 3.502973894432969137e-01 4.039322458136259675e-01 3.037914986850767107e-01 3.036714757158385236e-01 1.681635912555906609e-01 7.249872104070731460e-02
1.845298242681640000e-01 3.843818969801581220e-01 4.312150969560399894e-01 4.390668634931589320e-01 2.611196788328314922e-01 2.792970619592880510e-01 2.872926426845806569e-01 2.794712378538651842e-01 -1.950845366325415497e-02
2.011605863041568965e-01 3.626892812834587865e-01 3.844706972058141714e-01 3.532514570563696221e-01 2.390435326166644447e-01 1.782426857245358320e-01 1.639767674133072450e-01 1.087567784695721018e-01 3.155263506327654621e-01
2.232156769631448157e-01 2.621499063161812915e-01 4.776105532863964553e-01 2.421290128497142202e-01 3.635937553260388810e-01 3.599357399859265394e-01 2.363033079365457478e-01 2.521012779519438141e-02 6.873280443221652103e-02
1.426991414499071409e-01 2.111048682949400179e-01 3.824356285421036672e-01 5.188815747061392702e-01 2.976680112189176164e-01 -1.266463142048210866e-01 1.639568791847405560e-01 -4.029171317208857239e-02 0.000000000000000000e+00
6.705416856332502284e-02 2.341744683489367373e-01 2.235798043963295179e-01 3.958374858813368258e-01 3.474900825560200968e-01 1.215279437777884164e-01 3.372926510317332260e-01 1.002766323920872837e-01 6.848386483440482841e-02
0.000000000000000000e+00 2.372663370068962552e-01 2.101719237243701022e-01 3.474722973189575681e-01 3.828476318402149747e-01 2.617917976261159296e-01 2.783907789759164642e-01 1.330262351980400215e-01 1.876734852636975370e-01
0.000000000000000000e+00 7.638687191402837584e-02 1.955639728119291654e-01 2.562302221589475293e-01 2.883674633714083946e-01 4.271257727532216109e-01 2.788006625910168790e-01 3.014716970593984691e-01 8.333479166302082408e-02
0.000000000000000000e+00 0.000000000000000000e+00 7.798541435667227795e-02 8.454292113316574930e-02 1.430847054618354930e-01 1.613162296181137600e-01 1.297218538962041645e-01 2.258611635465603840e-01 1.299073611441015075e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.894874832984601465e-02 1.096466188431338695e-01 1.497535113012743446e-01 1.576706225604227463e-01 1.876128758100498173e-01 1.221325418943862706e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.041056090077214336e-02 0.000000000000000000e+00 7.815246923445740013e-02 7.111235735467813512e-02 1.465629457569781469e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.761050355710649828e-02 5.785466769212166405e-02 1.172392834555774366e-01 7.506463024695564368e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.855767487242371061e-02 6.914807319551541376e-02 6.065471564365576551e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.615308826350970062e-01 6.225309542116297390e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.277314661854778821e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.738513852325435094e-01 0.000000000000000000e+00 0.000000000000000000e+00
