1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.420110566891896451e+04
1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 5.966498242390638916e+04
1.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 5.448084226710983057e+04
1.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 4.864868584154856944e+04
1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 4.216851373453260749e+04
1.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 3.504032648463915393e+04
1.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 4.087180499999999302e+04
1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+00 4.929626428195425979e+04
1.000000000000000000e+00 1.000000000000000000e+00 9.000000000000000000e+00 5.836873310581611440e+04
1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 6.420110566891896451e+04
1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 4.991035656365481555e+04
1.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 5.448084226710983057e+04
1.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 4.864868584154856944e+04
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 4.216851373453260749e+04
1.000000000000000000e+00 2.000000000000000000e+00 6.000000000000000000e+00 3.504032648463915393e+04
1.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 4.087180499999999302e+04
1.000000000000000000e+00 2.000000000000000000e+00 8.000000000000000000e+00 4.929626428195425979e+04
1.000000000000000000e+00 2.000000000000000000e+00 9.000000000000000000e+00 5.836873310581611440e+04
1.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 6.420110566891896451e+04
1.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 5.966498242390638916e+04
1.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00 5.448084226710983057e+04
1.000000000000000000e+00 3.000000000000000000e+00 4.000000000000000000e+00 4.864868584154856944e+04
1.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+00 4.216851373453260749e+04
1.000000000000000000e+00 3.000000000000000000e+00 6.000000000000000000e+00 3.504032648463915393e+04
1.000000000000000000e+00 3.000000000000000000e+00 7.000000000000000000e+00 4.087180499999999302e+04
1.000000000000000000e+00 3.000000000000000000e+00 8.000000000000000000e+00 4.929626428195425979e+04
