0,0.027778,0.055556,0.083333,0.11111,0.13889,0.16667,0.19444,0.22222,0.25,1
0,0.75,0.77778,0.80556,0.83333,0.86111,0.88889,0.91667,0.94444,0.97222,1
0,0.027778,0.055556,0.083333,0.11111,0.13889,0.16667,0.19444,0.22222,0.25,1
0,0.75,0.77778,0.80556,0.83333,0.86111,0.88889,0.91667,0.94444,0.97222,1
0,0.027778,0.055556,0.083333,0.11111,0.13889,0.16667,0.19444,0.22222,0.25,1
0,0.75,0.77778,0.80556,0.83333,0.86111,0.88889,0.91667,0.94444,0.97222,1
0,0.027778,0.055556,0.083333,0.11111,0.13889,0.16667,0.19444,0.22222,0.25,1
0,0.75,0.77778,0.80556,0.83333,0.86111,0.88889,0.91667,0.94444,0.97222,1
0,0.027778,0.055556,0.083333,0.11111,0.13889,0.16667,0.19444,0.22222,0.25,1
0,0.75,0.77778,0.80556,0.83333,0.86111,0.88889,0.91667,0.94444,0.97222,1
