1.948720000000000008e+00 1.598130000000000051e+00 3.368419999999999970e+00 2.097900000000000098e+00 2.278480000000000061e+00 2.677599999999999980e+00 2.534650000000000070e+00 2.805190000000000072e+00 3.053440000000000154e+00
1.457559999999999967e+00 1.939810000000000034e+00 2.449250000000000149e+00 2.590269999999999850e+00 2.980129999999999946e+00 3.441219999999999946e+00 2.956519999999999815e+00 4.657499999999999751e+00 3.434340000000000170e+00
1.422719999999999985e+00 1.949459999999999971e+00 2.426540000000000141e+00 2.410979999999999901e+00 3.004389999999999894e+00 3.053409999999999958e+00 3.578669999999999796e+00 4.107310000000000016e+00 4.104899999999999771e+00
1.316210000000000102e+00 1.871289999999999898e+00 2.653779999999999806e+00 3.129659999999999886e+00 2.451060000000000016e+00 3.029570000000000096e+00 3.472869999999999902e+00 4.040379999999999860e+00 3.898309999999999942e+00
1.297619999999999996e+00 1.765230000000000077e+00 2.461539999999999839e+00 2.656039999999999957e+00 2.591619999999999813e+00 3.177690000000000126e+00 3.143860000000000099e+00 4.281939999999999635e+00 4.682620000000000005e+00
1.347709999999999964e+00 1.638490000000000002e+00 2.259770000000000056e+00 2.326900000000000190e+00 2.346960000000000157e+00 3.012760000000000105e+00 3.357380000000000031e+00 3.840520000000000156e+00 4.245280000000000165e+00
1.256769999999999943e+00 1.512850000000000028e+00 2.016809999999999992e+00 2.792139999999999844e+00 2.018019999999999925e+00 2.617210000000000036e+00 2.883989999999999831e+00 3.422540000000000138e+00 3.629030000000000200e+00
1.142360000000000042e+00 1.451610000000000067e+00 1.788310000000000066e+00 2.408160000000000078e+00 2.331749999999999989e+00 2.091699999999999893e+00 2.668810000000000127e+00 2.873850000000000016e+00 3.629030000000000200e+00
1.094559999999999977e+00 1.352910000000000057e+00 1.449480000000000102e+00 1.871660000000000101e+00 2.397219999999999906e+00 1.835809999999999942e+00 2.153340000000000032e+00 2.351039999999999797e+00 2.262439999999999785e+00
1.045749999999999957e+00 1.136190000000000033e+00 1.335879999999999956e+00 1.545290000000000052e+00 1.647620000000000084e+00 2.049490000000000034e+00 1.678260000000000085e+00 1.790450000000000097e+00 1.714290000000000092e+00
1.019700000000000051e+00 1.042599999999999971e+00 1.109310000000000018e+00 1.169820000000000082e+00 1.286929999999999907e+00 1.357210000000000027e+00 1.297160000000000091e+00 1.409140000000000059e+00 1.220869999999999900e+00
1.011269999999999891e+00 1.029099999999999904e+00 1.094330000000000025e+00 1.190010000000000012e+00 1.208609999999999962e+00 1.290119999999999933e+00 1.268150000000000110e+00 1.317819999999999991e+00 1.381450000000000067e+00
1.005279999999999951e+00 1.030529999999999946e+00 1.037360000000000060e+00 1.104829999999999979e+00 1.086619999999999919e+00 1.188830000000000053e+00 1.176870000000000083e+00 1.282929999999999904e+00 1.068410000000000082e+00
1.020669999999999966e+00 1.021600000000000064e+00 1.057579999999999965e+00 1.091630000000000100e+00 1.079280000000000017e+00 1.114670000000000050e+00 1.157210000000000072e+00 1.217510000000000092e+00 1.175920000000000076e+00
1.004000000000000004e+00 1.013439999999999896e+00 1.001659999999999995e+00 1.060859999999999914e+00 1.073530000000000095e+00 1.073150000000000048e+00 1.158130000000000104e+00 1.171110000000000095e+00 1.170889999999999986e+00
1.002979999999999983e+00 1.016469999999999985e+00 1.020869999999999944e+00 1.049979999999999913e+00 1.065160000000000107e+00 1.048000000000000043e+00 1.928430000000000089e+00 1.131510000000000016e+00 1.040980000000000016e+00
1.004189999999999916e+00 1.008280000000000065e+00 1.009980000000000100e+00 1.033749999999999947e+00 1.024029999999999996e+00 1.027549999999999963e+00 1.573879999999999946e+00 1.074600000000000000e+00 1.093900000000000095e+00
1.002610000000000001e+00 1.010180000000000078e+00 1.008240000000000025e+00 1.008799999999999919e+00 1.039109999999999978e+00 1.018059999999999965e+00 1.276319999999999899e+00 1.042980000000000018e+00 1.021770000000000067e+00
